State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
NM,New Mexico,2016,April,12 month-ending,Methadone (T40.3),38,100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,Methadone (T40.3),38,100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,Methadone (T40.3),44,100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,Methadone (T40.3),44,100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,Methadone (T40.3),42,100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,Methadone (T40.3),42,100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,Methadone (T40.3),39,100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,Methadone (T40.3),41,100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,Methadone (T40.3),44,100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,Methadone (T40.3),42,100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,Methadone (T40.3),44,100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,Methadone (T40.3),39,100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,Methadone (T40.3),38,100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,Methadone (T40.3),39,100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,Methadone (T40.3),36,100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,Methadone (T40.3),35,100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,Methadone (T40.3),33,100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,Methadone (T40.3),31,100,0.3361532859,*Likely underreported due to incomplete data
NM,New Mexico,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),223,100,0.0410533107,
NM,New Mexico,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),212,100,0.0411305012,
NM,New Mexico,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),212,100,0.0409836066,
NM,New Mexico,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),202,100,0.0408806868,
NM,New Mexico,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),194,100,0.0411474253,
NM,New Mexico,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),189,100,0.0352009387,
NM,New Mexico,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),187,100,0.0411982814,
NM,New Mexico,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),181,100,0.0526716217,
NM,New Mexico,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),180,100,0.0642786186,
NM,New Mexico,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),184,100,0.0702864171,
NM,New Mexico,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),178,100,0.0935125658,
NM,New Mexico,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),168,100,0.0937756418,
NM,New Mexico,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),164,100,0.0941896745,
NM,New Mexico,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),167,100,0.0933488915,
NM,New Mexico,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),170,100,0.0924802035,
NM,New Mexico,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),169,100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),168,100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),159,100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),161,100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),158,100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),159,100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),156,100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),154,100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),158,100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),157,100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),155,100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),160,100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),163,100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),162,100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),163,100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),164,100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),161,100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),152,100,0.3361532859,*Likely underreported due to incomplete data
NM,New Mexico,2015,January,12 month-ending,Number of Deaths,"17,051",100,0.0410533107,
NM,New Mexico,2015,February,12 month-ending,Number of Deaths,"17,019",100,0.0411305012,
NM,New Mexico,2015,March,12 month-ending,Number of Deaths,"17,080",100,0.0409836066,
NM,New Mexico,2015,April,12 month-ending,Number of Deaths,"17,123",100,0.0408806868,
NM,New Mexico,2015,May,12 month-ending,Number of Deaths,"17,012",100,0.0411474253,
NM,New Mexico,2015,June,12 month-ending,Number of Deaths,"17,045",100,0.0352009387,
NM,New Mexico,2015,July,12 month-ending,Number of Deaths,"16,991",100,0.0411982814,
NM,New Mexico,2015,August,12 month-ending,Number of Deaths,"17,087",100,0.0526716217,
NM,New Mexico,2015,September,12 month-ending,Number of Deaths,"17,113",100,0.0642786186,
NM,New Mexico,2015,October,12 month-ending,Number of Deaths,"17,073",100,0.0702864171,
NM,New Mexico,2015,November,12 month-ending,Number of Deaths,"17,110",100,0.0935125658,
NM,New Mexico,2015,December,12 month-ending,Number of Deaths,"17,062",100,0.0937756418,
NM,New Mexico,2016,January,12 month-ending,Number of Deaths,"16,987",100,0.0941896745,
NM,New Mexico,2016,February,12 month-ending,Number of Deaths,"17,140",100,0.0933488915,
NM,New Mexico,2016,March,12 month-ending,Number of Deaths,"17,301",100,0.0924802035,
NM,New Mexico,2016,April,12 month-ending,Number of Deaths,"17,421",100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,Number of Deaths,"17,557",100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,Number of Deaths,"17,533",100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,Number of Deaths,"17,593",100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,Number of Deaths,"17,651",100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,Number of Deaths,"17,636",100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,Number of Deaths,"17,701",100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,Number of Deaths,"17,672",100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,Number of Deaths,"17,768",100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,Number of Deaths,"17,801",100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,Number of Deaths,"17,850",100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,Number of Deaths,"17,763",100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,Number of Deaths,"17,764",100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,Number of Deaths,"17,847",100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,Number of Deaths,"17,880",100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,Number of Deaths,"17,864",100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,Number of Deaths,"17,812",100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,Number of Deaths,"17,849",100,0.3361532859,*Likely underreported due to incomplete data
NM,New Mexico,2015,January,12 month-ending,Number of Drug Overdose Deaths,548,100,0.0410533107,
NM,New Mexico,2015,February,12 month-ending,Number of Drug Overdose Deaths,546,100,0.0411305012,
NM,New Mexico,2015,March,12 month-ending,Number of Drug Overdose Deaths,544,100,0.0409836066,
NM,New Mexico,2015,April,12 month-ending,Number of Drug Overdose Deaths,536,100,0.0408806868,
NM,New Mexico,2015,May,12 month-ending,Number of Drug Overdose Deaths,523,100,0.0411474253,
NM,New Mexico,2015,June,12 month-ending,Number of Drug Overdose Deaths,519,100,0.0352009387,
NM,New Mexico,2015,July,12 month-ending,Number of Drug Overdose Deaths,520,100,0.0411982814,
NM,New Mexico,2015,August,12 month-ending,Number of Drug Overdose Deaths,518,100,0.0526716217,
NM,New Mexico,2015,September,12 month-ending,Number of Drug Overdose Deaths,513,100,0.0642786186,
NM,New Mexico,2015,October,12 month-ending,Number of Drug Overdose Deaths,518,100,0.0702864171,
NM,New Mexico,2015,November,12 month-ending,Number of Drug Overdose Deaths,510,100,0.0935125658,
NM,New Mexico,2015,December,12 month-ending,Number of Drug Overdose Deaths,496,100,0.0937756418,
NM,New Mexico,2016,January,12 month-ending,Number of Drug Overdose Deaths,473,100,0.0941896745,
NM,New Mexico,2016,February,12 month-ending,Number of Drug Overdose Deaths,485,100,0.0933488915,
NM,New Mexico,2016,March,12 month-ending,Number of Drug Overdose Deaths,498,100,0.0924802035,
NM,New Mexico,2016,April,12 month-ending,Number of Drug Overdose Deaths,497,100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,Number of Drug Overdose Deaths,497,100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,Number of Drug Overdose Deaths,491,100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,Number of Drug Overdose Deaths,497,100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,Number of Drug Overdose Deaths,495,100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,Number of Drug Overdose Deaths,491,100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,Number of Drug Overdose Deaths,478,100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,Number of Drug Overdose Deaths,485,100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,Number of Drug Overdose Deaths,494,100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,Number of Drug Overdose Deaths,502,100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,Number of Drug Overdose Deaths,490,100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,Number of Drug Overdose Deaths,491,100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,Number of Drug Overdose Deaths,501,100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,Number of Drug Overdose Deaths,507,100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,Number of Drug Overdose Deaths,502,100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,Number of Drug Overdose Deaths,508,100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,Number of Drug Overdose Deaths,494,100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,Number of Drug Overdose Deaths,486,100,0.3361532859,*Likely underreported due to incomplete data
NM,New Mexico,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",413,100,0.0410533107,
NM,New Mexico,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",405,100,0.0411305012,
NM,New Mexico,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",403,100,0.0409836066,
NM,New Mexico,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",388,100,0.0408806868,
NM,New Mexico,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",380,100,0.0411474253,
NM,New Mexico,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",375,100,0.0352009387,
NM,New Mexico,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",380,100,0.0411982814,
NM,New Mexico,2015,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",378,100,0.0526716217,
NM,New Mexico,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",369,100,0.0642786186,
NM,New Mexico,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",376,100,0.0702864171,
NM,New Mexico,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",366,100,0.0935125658,
NM,New Mexico,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",353,100,0.0937756418,
NM,New Mexico,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",338,100,0.0941896745,
NM,New Mexico,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",347,100,0.0933488915,
NM,New Mexico,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",358,100,0.0924802035,
NM,New Mexico,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",363,100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",363,100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",354,100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",354,100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",349,100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",350,100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",339,100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",347,100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",356,100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",359,100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",351,100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",352,100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",356,100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",353,100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",349,100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",356,100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",346,100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",333,100,0.3361532859,*Likely underreported due to incomplete data
NM,New Mexico,2015,January,12 month-ending,Percent with drugs specified,98.3576642336,100,0.0410533107,
NM,New Mexico,2015,February,12 month-ending,Percent with drugs specified,98.3516483516,100,0.0411305012,
NM,New Mexico,2015,March,12 month-ending,Percent with drugs specified,97.7941176471,100,0.0409836066,
NM,New Mexico,2015,April,12 month-ending,Percent with drugs specified,96.828358209,100,0.0408806868,
NM,New Mexico,2015,May,12 month-ending,Percent with drugs specified,96.9407265774,100,0.0411474253,
NM,New Mexico,2015,June,12 month-ending,Percent with drugs specified,96.9171483622,100,0.0352009387,
NM,New Mexico,2015,July,12 month-ending,Percent with drugs specified,96.5384615385,100,0.0411982814,
NM,New Mexico,2015,August,12 month-ending,Percent with drugs specified,96.5250965251,100,0.0526716217,
NM,New Mexico,2015,September,12 month-ending,Percent with drugs specified,96.2962962963,100,0.0642786186,
NM,New Mexico,2015,October,12 month-ending,Percent with drugs specified,96.138996139,100,0.0702864171,
NM,New Mexico,2015,November,12 month-ending,Percent with drugs specified,96.4705882353,100,0.0935125658,
NM,New Mexico,2015,December,12 month-ending,Percent with drugs specified,96.5725806452,100,0.0937756418,
NM,New Mexico,2016,January,12 month-ending,Percent with drugs specified,96.8287526427,100,0.0941896745,
NM,New Mexico,2016,February,12 month-ending,Percent with drugs specified,96.9072164948,100,0.0933488915,
NM,New Mexico,2016,March,12 month-ending,Percent with drugs specified,97.3895582329,100,0.0924802035,
NM,New Mexico,2016,April,12 month-ending,Percent with drugs specified,97.9879275654,100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,Percent with drugs specified,97.7867203219,100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,Percent with drugs specified,97.9633401222,100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,Percent with drugs specified,98.1891348089,100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,Percent with drugs specified,97.9797979798,100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,Percent with drugs specified,98.16700611,100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,Percent with drugs specified,98.3263598326,100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,Percent with drugs specified,98.3505154639,100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,Percent with drugs specified,98.3805668016,100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,Percent with drugs specified,98.406374502,100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,Percent with drugs specified,98.1632653061,100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,Percent with drugs specified,98.3706720978,100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,Percent with drugs specified,98.8023952096,100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,Percent with drugs specified,98.4220907298,100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,Percent with drugs specified,98.406374502,100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,Percent with drugs specified,98.6220472441,100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,Percent with drugs specified,98.7854251012,100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,Percent with drugs specified,98.7654320988,100,0.3361532859,*Likely underreported due to incomplete data
NM,New Mexico,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),127,100,0.0410533107,
NM,New Mexico,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),130,100,0.0411305012,
NM,New Mexico,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),126,100,0.0409836066,
NM,New Mexico,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),124,100,0.0408806868,
NM,New Mexico,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),120,100,0.0411474253,
NV,Nevada,2015,October,12 month-ending,Cocaine (T40.5),45,100,0.0042749658,
NM,New Mexico,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),125,100,0.0352009387,
NM,New Mexico,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),121,100,0.0411982814,
NM,New Mexico,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),123,100,0.0526716217,
NM,New Mexico,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),126,100,0.0642786186,
NM,New Mexico,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),117,100,0.0702864171,
NM,New Mexico,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),121,100,0.0935125658,
NM,New Mexico,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),118,100,0.0937756418,
NM,New Mexico,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),113,100,0.0941896745,
NM,New Mexico,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),118,100,0.0933488915,
NM,New Mexico,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),119,100,0.0924802035,
NM,New Mexico,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),114,100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),115,100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),114,100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),123,100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),126,100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),125,100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),129,100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),127,100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),135,100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),133,100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),132,100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),134,100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),156,100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),158,100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),160,100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),162,100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),156,100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,Psychostimulants with abuse potential (T43.6),161,100,0.3361532859,*Likely underreported due to incomplete data
NM,New Mexico,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",67,100,0.0410533107,
NM,New Mexico,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",61,100,0.0411305012,
NM,New Mexico,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",59,100,0.0409836066,
NM,New Mexico,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",56,100,0.0408806868,
NM,New Mexico,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",57,100,0.0411474253,
NM,New Mexico,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",61,100,0.0352009387,
NM,New Mexico,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",59,100,0.0411982814,
NM,New Mexico,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",60,100,0.0526716217,
NM,New Mexico,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",57,100,0.0642786186,
NM,New Mexico,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",57,100,0.0702864171,
NM,New Mexico,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",48,100,0.0935125658,
NM,New Mexico,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",41,100,0.0937756418,
NM,New Mexico,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0.0941896745,
NM,New Mexico,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",44,100,0.0933488915,
NM,New Mexico,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",47,100,0.0924802035,
NM,New Mexico,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",48,100,0.0918431778,
NM,New Mexico,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",56,100,0.0911317423,
NM,New Mexico,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",57,100,0.0969600183,
NM,New Mexico,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",56,100,0.0795771045,
NM,New Mexico,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",58,100,0.0679848167,
NM,New Mexico,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",60,100,0.0567022,
NM,New Mexico,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",62,100,0.0508445851,
NM,New Mexico,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",70,100,0.0339520145,
NM,New Mexico,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",78,100,0.0506528591,
NM,New Mexico,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",82,100,0.0505589574,*Likely underreported due to incomplete data
NM,New Mexico,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",79,100,0.0504201681,*Likely underreported due to incomplete data
NM,New Mexico,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",81,100,0.0675561561,*Likely underreported due to incomplete data
NM,New Mexico,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",79,100,0.0675523531,*Likely underreported due to incomplete data
NM,New Mexico,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",71,100,0.0784445565,*Likely underreported due to incomplete data
NM,New Mexico,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",69,100,0.0782997763,*Likely underreported due to incomplete data
NM,New Mexico,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",76,100,0.1399462606,*Likely underreported due to incomplete data
NM,New Mexico,2017,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",76,100,0.2189535145,*Likely underreported due to incomplete data
NM,New Mexico,2017,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",75,100,0.3361532859,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Cocaine (T40.5),33,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Cocaine (T40.5),34,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Cocaine (T40.5),35,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Cocaine (T40.5),35,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Cocaine (T40.5),40,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Cocaine (T40.5),39,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Cocaine (T40.5),41,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Cocaine (T40.5),42,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Cocaine (T40.5),42,100,0.0042808219,
